Word	POS	Joint Probability	
dedication	NN	1.72E-05	
melody	NN	1.72E-05	
Today	NN	1.72E-05	
stayed	VBN	1.72E-05	
suitcase	NN	1.72E-05	
displacement	NN	1.72E-05	
clock	NN	1.72E-05	
secrets	NNS	1.72E-05	
punishment	NN	1.72E-05	
nerves	NNS	1.72E-05	
voting	NN	1.72E-05	
Home	NNP	1.72E-05	
invention	NN	1.72E-05	
Small	NNP	1.72E-05	
grains	NNS	1.72E-05	
won	VBN	1.72E-05	
transformation	NN	1.72E-05	
complicated	VBN	1.72E-05	
fraction	NN	1.72E-05	
1946	CD	1.72E-05	
hen	NN	1.72E-05	
valid	JJ	1.72E-05	
slid	VBD	1.72E-05	
dances	NNS	1.72E-05	
lungs	NNS	1.72E-05	
carry	VBP	1.72E-05	
precious	JJ	1.72E-05	
uncertain	JJ	1.72E-05	
dull	JJ	1.72E-05	
inside	NN	1.72E-05	
satisfied	VBN	1.72E-05	
a.m.	NN	1.72E-05	
forty	JJ	1.72E-05	
exhibition	NN	1.72E-05	
authentic	JJ	1.72E-05	
hold	NN	1.72E-05	
shared	VBN	1.72E-05	
encouraged	VBN	1.72E-05	
reserved	VBN	1.72E-05	
75	CD	1.72E-05	
magic	JJ	1.72E-05	
lands	NNS	1.72E-05	
Rock	NNP	1.72E-05	
certainty	NN	1.72E-05	
moderate	JJ	1.72E-05	
weekly	JJ	1.72E-05	
consequently	RB	1.72E-05	
physiological	JJ	1.72E-05	
conversion	NN	1.72E-05	
negotiations	NNS	1.72E-05	
Alabama	NNP	1.72E-05	
cooling	NN	1.72E-05	
Borden	NNP	1.72E-05	
exciting	JJ	1.72E-05	
Out	IN	1.72E-05	
motel	NN	1.72E-05	
fiber	NN	1.72E-05	
Foreign	NNP	1.72E-05	
Jews	NNPS	1.72E-05	
Juniors	NNS	1.72E-05	
dynamic	JJ	1.72E-05	
Man	NN	1.72E-05	
north	RB	1.72E-05	
El	NNP	1.72E-05	
read	VBD	1.72E-05	
gentlemen	NNS	1.72E-05	
Abel	NNP	1.72E-05	
grave	NN	1.72E-05	
minority	NN	1.72E-05	
beliefs	NNS	1.72E-05	
entered	VBN	1.72E-05	
Spirit	NNP	1.72E-05	
demonstrated	VBN	1.72E-05	
revolutionary	JJ	1.72E-05	
blind	NN	1.72E-05	
That's	VB	1.64E-05	
depend	VBP	1.64E-05	
Pip	NNP	1.64E-05	
explains	VBZ	1.64E-05	
pursue	VB	1.64E-05	
knocked	VBD	1.64E-05	
pipe	NN	1.64E-05	
vertex	NN	1.64E-05	
singing	VBG	1.64E-05	
tip	NN	1.64E-05	
1927	CD	1.64E-05	
governing	VBG	1.64E-05	
fail	VB	1.64E-05	
Never	NNP	1.64E-05	
preliminary	JJ	1.64E-05	
Wisconsin	NNP	1.64E-05	
resist	VB	1.64E-05	
gain	VB	1.64E-05	
dive	NN	1.64E-05	
noticed	VBN	1.64E-05	
Haney	NNP	1.64E-05	
Calif.	NNP	1.64E-05	
fought	VBN	1.64E-05	
rear	JJ	1.64E-05	
combinations	NNS	1.64E-05	
Salem	NNP	1.64E-05	
achievements	NNS	1.64E-05	
suited	VBN	1.64E-05	
concerts	NNS	1.64E-05	
yield	NN	1.64E-05	
roots	NNS	1.64E-05	
slope	NN	1.64E-05	
stake	NN	1.64E-05	
sticks	NNS	1.64E-05	
Pamela	NNP	1.64E-05	
remainder	NN	1.64E-05	
possessed	VBD	1.64E-05	
Pa	NNP	1.64E-05	
cancer	NN	1.64E-05	
depths	NNS	1.64E-05	
operated	VBN	1.64E-05	
tent	NN	1.64E-05	
joke	NN	1.64E-05	
doubtful	JJ	1.64E-05	
account	VB	1.64E-05	
Foundation	NNP	1.64E-05	
Allied	NNP	1.64E-05	
indication	NN	1.64E-05	
plate	NN	1.64E-05	
determined	VBD	1.64E-05	
Christ's	NNP	1.64E-05	
architect	NN	1.64E-05	
cream	NN	1.64E-05	
mad	JJ	1.64E-05	
Killpath	NNP	1.64E-05	
female	NN	1.64E-05	
companion	NN	1.64E-05	
procurement	NN	1.64E-05	
specialists	NNS	1.64E-05	
frozen	JJ	1.64E-05	
Road	NNP	1.64E-05	
Class	NNP	1.64E-05	
isn't	NN	1.64E-05	
physics	NNS	1.64E-05	
electron	NN	1.64E-05	
shoot	VB	1.64E-05	
fantastic	JJ	1.64E-05	
insight	NN	1.64E-05	
trends	NNS	1.64E-05	
savings	NNS	1.64E-05	
Vincent	NNP	1.64E-05	
insistence	NN	1.64E-05	
appeared	VBN	1.64E-05	
paint	NN	1.64E-05	
wanted	VBN	1.64E-05	
venture	NN	1.64E-05	
drunk	NN	1.64E-05	
Swift	NNP	1.64E-05	
Lane	NNP	1.64E-05	
tangible	JJ	1.64E-05	
notable	JJ	1.64E-05	
foundation	NN	1.64E-05	
downtown	NN	1.64E-05	
blame	VB	1.64E-05	
detergent	NN	1.64E-05	
created	VBD	1.64E-05	
insure	VB	1.64E-05	
finish	VB	1.64E-05	
respective	JJ	1.64E-05	
O'Banion	NNP	1.64E-05	
south	RB	1.64E-05	
victims	NNS	1.64E-05	
Gov.	NNP	1.64E-05	
gardens	NNS	1.64E-05	
computed	VBN	1.64E-05	
Chairman	NNP	1.64E-05	
tales	NNS	1.64E-05	
Mexico	NNP	1.64E-05	
State's	NNP	1.64E-05	
contain	VBP	1.64E-05	
Will	NNP	1.64E-05	
claim	VB	1.64E-05	
you've	NN	1.64E-05	
variations	NNS	1.64E-05	
trap	NN	1.64E-05	
cottage	NN	1.64E-05	
realm	NN	1.64E-05	
Doc	NNP	1.64E-05	
cheap	JJ	1.64E-05	
sixth	JJ	1.64E-05	
vacuum	NN	1.64E-05	
tactics	NNS	1.64E-05	
puts	VBZ	1.64E-05	
bones	NNS	1.64E-05	
lobby	NN	1.64E-05	
milligrams	NNS	1.64E-05	
committed	VBN	1.64E-05	
allowed	VBD	1.64E-05	
respects	NNS	1.64E-05	
reminded	VBD	1.64E-05	
assembly	NN	1.64E-05	
wait	NN	1.64E-05	
moreover	RB	1.64E-05	
whenever	WRB	1.64E-05	
fractions	NNS	1.64E-05	
grip	NN	1.64E-05	
Above	IN	1.64E-05	
dishes	NNS	1.64E-05	
Laura	NNP	1.64E-05	
hotels	NNS	1.64E-05	
ultimately	RB	1.64E-05	
politicians	NNS	1.64E-05	
submarines	NNS	1.64E-05	
individually	RB	1.64E-05	
tsunami	NN	1.64E-05	
boots	NNS	1.64E-05	
hypothalamus	NN	1.64E-05	
increases	VBZ	1.64E-05	
gang	NN	1.64E-05	
Rousseau	NNP	1.64E-05	
assistant	NN	1.64E-05	
leaves	NNS	1.64E-05	
protein	NN	1.64E-05	
rushed	VBD	1.64E-05	
improvements	NNS	1.64E-05	
happily	RB	1.64E-05	
ours	NNS	1.64E-05	
assurance	NN	1.64E-05	
toes	NNS	1.64E-05	
guards	NNS	1.64E-05	
assessors	NNS	1.64E-05	
endless	JJ	1.64E-05	
Corporation	NNP	1.64E-05	
Having	VBG	1.64E-05	
murderer	NN	1.64E-05	
consisted	VBD	1.64E-05	
reveal	VB	1.64E-05	
cheek	NN	1.64E-05	
fired	VBN	1.64E-05	
reactivity	NN	1.64E-05	
cope	VB	1.64E-05	
soap	NN	1.64E-05	
midst	NN	1.64E-05	
prisoners	NNS	1.64E-05	
numerical	JJ	1.64E-05	
tire	NN	1.64E-05	
males	NNS	1.64E-05	
confused	VBN	1.64E-05	
neatly	RB	1.64E-05	
Major	NNP	1.64E-05	
parking	NN	1.64E-05	
Frederick	NNP	1.64E-05	
successes	NNS	1.64E-05	
vector	NN	1.64E-05	
welcome	JJ	1.64E-05	
bold	JJ	1.64E-05	
mechanics	NNS	1.64E-05	
patents	NNS	1.64E-05	
nuts	NNS	1.64E-05	
treat	VB	1.64E-05	
leather	NN	1.64E-05	
skirt	NN	1.64E-05	
questioning	VBG	1.64E-05	
ladder	NN	1.64E-05	
mobile	JJ	1.64E-05	
bases	NNS	1.64E-05	
stretch	NN	1.64E-05	
decisive	JJ	1.64E-05	
supervision	NN	1.64E-05	
relieved	VBN	1.64E-05	
wasn't	NN	1.64E-05	
sera	NN	1.64E-05	
immortality	NN	1.64E-05	
destiny	NN	1.64E-05	
checked	VBN	1.64E-05	
fish	NN	1.64E-05	
jet	NN	1.64E-05	
earnings	NNS	1.64E-05	
occurs	VBZ	1.64E-05	
cuts	NNS	1.64E-05	
wit	NN	1.64E-05	
bent	NN	1.64E-05	
sidewalk	NN	1.64E-05	
lie	NN	1.64E-05	
direct	VB	1.64E-05	
produce	VBP	1.64E-05	
Article	NNP	1.64E-05	
ambition	NN	1.64E-05	
describes	VBZ	1.64E-05	
consistently	RB	1.64E-05	
worry	NN	1.64E-05	
accepting	VBG	1.64E-05	
reporter	NN	1.64E-05	
revenue	NN	1.64E-05	
wondering	VBG	1.64E-05	
optical	JJ	1.64E-05	
naval	JJ	1.64E-05	
crash	NN	1.64E-05	
represent	VB	1.64E-05	
Certainly	RB	1.64E-05	
package	NN	1.64E-05	
relating	VBG	1.64E-05	
witnesses	NNS	1.64E-05	
strategic	JJ	1.64E-05	
Reverend	NNP	1.64E-05	
sounds	VBZ	1.64E-05	
Rourke	NNP	1.64E-05	
filling	VBG	1.64E-05	
Oedipus	NNP	1.64E-05	
bullets	NNS	1.64E-05	
recalled	VBD	1.64E-05	
50%	CD	1.55E-05	
succession	NN	1.55E-05	
fought	VBD	1.55E-05	
exceptional	JJ	1.55E-05	
voters	NNS	1.55E-05	
repeatedly	RB	1.55E-05	
bathroom	NN	1.55E-05	
hurry	NN	1.55E-05	
fluid	NN	1.55E-05	
coach	NN	1.55E-05	
pointed	VBN	1.55E-05	
Upton	NNP	1.55E-05	
pitch	NN	1.55E-05	
monthly	JJ	1.55E-05	
express	VB	1.55E-05	
clouds	NN	1.55E-05	
35	CD	1.55E-05	
fortunate	JJ	1.55E-05	
Langford	NNP	1.55E-05	
inventory	NN	1.55E-05	
ranks	NNS	1.55E-05	
commerce	NN	1.55E-05	
whisky	NN	1.55E-05	
Cobb	NNP	1.55E-05	
plates	NNS	1.55E-05	
designer	NN	1.55E-05	
complete	VB	1.55E-05	
costumes	NNS	1.55E-05	
torn	VBN	1.55E-05	
lively	RB	1.55E-05	
Harvey	NNP	1.55E-05	
fats	NNS	1.55E-05	
savage	NN	1.55E-05	
Shore	NNP	1.55E-05	
exceed	VB	1.55E-05	
judges	NNS	1.55E-05	
Week	NNP	1.55E-05	
champion	NN	1.55E-05	
movable	JJ	1.55E-05	
Penny	NNP	1.55E-05	
devotion	NN	1.55E-05	
forced	VBD	1.55E-05	
officially	RB	1.55E-05	
makers	NNS	1.55E-05	
Stephen	NNP	1.55E-05	
privilege	NN	1.55E-05	
observed	VBD	1.55E-05	
competence	NN	1.55E-05	
sharing	VBG	1.55E-05	
alternative	JJ	1.55E-05	
canvas	NN	1.55E-05	
adolescence	NN	1.55E-05	
Arkansas	NNP	1.55E-05	
saving	VBG	1.55E-05	
tray	NN	1.55E-05	
released	VBN	1.55E-05	
Griffith	NNP	1.55E-05	
Saxon	NNP	1.55E-05	
representation	NN	1.55E-05	
theoretical	JJ	1.55E-05	
Unfortunately	RB	1.55E-05	
theatre	NN	1.55E-05	
printed	VBN	1.55E-05	
gallery	NN	1.55E-05	
shrugged	VBD	1.55E-05	
Madden	NNP	1.55E-05	
religions	NNS	1.55E-05	
sing	VBG	1.55E-05	
congregations	NNS	1.55E-05	
directors	NNS	1.55E-05	
observers	NNS	1.55E-05	
above	JJ	1.55E-05	
speeches	NNS	1.55E-05	
400	CD	1.55E-05	
businesses	NNS	1.55E-05	
Meredith	NNP	1.55E-05	
hesitated	VBD	1.55E-05	
produces	VBZ	1.55E-05	
liquid	NN	1.55E-05	
suite	NN	1.55E-05	
Columbia	NNP	1.55E-05	
east	JJ	1.55E-05	
presented	VBD	1.55E-05	
altered	VBN	1.55E-05	
Kowalski	NNP	1.55E-05	
desires	NNS	1.55E-05	
ends	VBZ	1.55E-05	
applicable	JJ	1.55E-05	
humble	JJ	1.55E-05	
owned	VBD	1.55E-05	
fall	VBP	1.55E-05	
jungle	NN	1.55E-05	
corners	NNS	1.55E-05	
point	VB	1.55E-05	
locations	NNS	1.55E-05	
sacrifice	NN	1.55E-05	
Cuban	NNP	1.55E-05	
Barco	NNP	1.55E-05	
reach	NN	1.55E-05	
enter	VBP	1.55E-05	
approaches	NNS	1.55E-05	
<unk>	RBR	1.55E-05	
nearby	RB	1.55E-05	
Family	NNP	1.55E-05	
assured	VBD	1.55E-05	
poverty	NN	1.55E-05	
stolen	VBN	1.55E-05	
cholesterol	NN	1.55E-05	
priority	NN	1.55E-05	
ridiculous	JJ	1.55E-05	
matching	VBG	1.55E-05	
subjective	JJ	1.55E-05	
proceedings	NNS	1.55E-05	
ceremony	NN	1.55E-05	
grams	NNS	1.55E-05	
cellar	NN	1.55E-05	
Harbor	NNP	1.55E-05	
claims	VBZ	1.55E-05	
Andrei	NNP	1.55E-05	
solve	VB	1.55E-05	
1945	CD	1.55E-05	
assume	VBP	1.55E-05	
consumption	NN	1.55E-05	
cried	VBD	1.55E-05	
Ernie	NNP	1.55E-05	
starts	VBZ	1.55E-05	
classroom	NN	1.55E-05	
promised	VBN	1.55E-05	
theories	NNS	1.55E-05	
remarkably	RB	1.55E-05	
sons	NNS	1.55E-05	
recommended	VBD	1.55E-05	
Opera	NNP	1.55E-05	
denial	NN	1.55E-05	
bay	NN	1.55E-05	
salary	NN	1.55E-05	
drinks	NNS	1.55E-05	
phrases	NNS	1.55E-05	
quoted	VBN	1.55E-05	
Dick	NNP	1.55E-05	
Gun	NNP	1.55E-05	
camps	NNS	1.55E-05	
random	NN	1.55E-05	
spectacle	NN	1.55E-05	
searching	VBG	1.55E-05	
enforcement	NN	1.55E-05	
policeman	NN	1.55E-05	
seek	VBP	1.55E-05	
systematic	JJ	1.55E-05	
Completion	NNP	1.55E-05	
Ah	NNP	1.55E-05	
corporate	JJ	1.55E-05	
Later	NNP	1.55E-05	
reflect	VB	1.55E-05	
curves	NNS	1.55E-05	
reserve	NN	1.55E-05	
broken	JJ	1.55E-05	
serve	VBP	1.55E-05	
input	NN	1.55E-05	
nonspecific	JJ	1.55E-05	
Everything	NN	1.55E-05	
monument	NN	1.55E-05	
enable	VB	1.55E-05	
Mars	NNP	1.55E-05	
mathematics	NNS	1.55E-05	
critic	NN	1.55E-05	
autonomy	NN	1.55E-05	
hunting	VBG	1.55E-05	
tensions	NNS	1.55E-05	
proportions	NNS	1.55E-05	
that's	JJ	1.55E-05	
spending	VBG	1.55E-05	
grows	VBZ	1.55E-05	
naive	JJ	1.55E-05	
handled	VBN	1.55E-05	
eliminated	VBN	1.55E-05	
sorry	JJ	1.55E-05	
Tokyo	NNP	1.55E-05	
consistency	NN	1.55E-05	
objection	NN	1.55E-05	
Land	NNP	1.55E-05	
gains	NNS	1.55E-05	
affection	NN	1.55E-05	
ourselves	NNS	1.55E-05	
orderly	JJ	1.55E-05	
Grand	NNP	1.55E-05	
assist	VB	1.55E-05	
theology	NN	1.55E-05	
tetrachloride	NN	1.55E-05	
player	NN	1.55E-05	
clubs	NNS	1.55E-05	
assignments	NNS	1.55E-05	
furnished	VBN	1.55E-05	
random	JJ	1.55E-05	
brick	NN	1.55E-05	
instantly	RB	1.55E-05	
moves	VBZ	1.55E-05	
witness	NN	1.55E-05	
moves	NNS	1.55E-05	
stretched	VBD	1.55E-05	
Memorial	NNP	1.55E-05	
gained	VBD	1.55E-05	
pulled	VBN	1.55E-05	
hospitals	NNS	1.55E-05	
launched	VBN	1.55E-05	
retail	JJ	1.55E-05	
narrative	JJ	1.55E-05	
shared	VBD	1.55E-05	
technological	JJ	1.55E-05	
bargaining	NN	1.55E-05	
circuit	NN	1.55E-05	
get	NN	1.55E-05	
Academy	NNP	1.55E-05	
wear	VB	1.55E-05	
aluminum	NN	1.55E-05	
painting	VBG	1.55E-05	
walked	VBN	1.55E-05	
drug	NN	1.55E-05	
concrete	NN	1.55E-05	
invitation	NN	1.55E-05	
relevant	JJ	1.55E-05	
therapist	NN	1.55E-05	
Mobile	NNP	1.55E-05	
Austin	NNP	1.55E-05	
glory	NN	1.55E-05	
Kitti	NNP	1.55E-05	
Room	NNP	1.55E-05	
salesmen	NNS	1.55E-05	
basically	RB	1.55E-05	
complement	NN	1.55E-05	
parlor	NN	1.55E-05	
discussed	VBD	1.55E-05	
assured	VBN	1.55E-05	
buying	VBG	1.55E-05	
80	CD	1.55E-05	
hide	VB	1.55E-05	
emphasize	VB	1.55E-05	
partnership	NN	1.55E-05	
trading	NN	1.55E-05	
Southeast	NNP	1.55E-05	
Oxford	NNP	1.55E-05	
cosmic	JJ	1.55E-05	
cooperative	JJ	1.55E-05	
styles	NNS	1.55E-05	
material	JJ	1.55E-05	
represent	VBP	1.55E-05	
bunk	NN	1.55E-05	
consisting	VBG	1.55E-05	
attempted	VBD	1.55E-05	
ain't	VBP	1.55E-05	
realize	VBP	1.55E-05	
Simms	NNP	1.46E-05	
cats	NNS	1.46E-05	
mature	NN	1.46E-05	
brand	NN	1.46E-05	
cool	NN	1.46E-05	
Tommy	NNP	1.46E-05	
father's	NN	1.46E-05	
Health	NNP	1.46E-05	
intuition	NN	1.46E-05	
Keys	NNP	1.46E-05	
voyage	NN	1.46E-05	
Green	NNP	1.46E-05	
iodine	NN	1.46E-05	
deliver	VB	1.46E-05	
Fortunately	RB	1.46E-05	
start	VBP	1.46E-05	
causing	VBG	1.46E-05	
expecting	VBG	1.46E-05	
separation	NN	1.46E-05	
abruptly	RB	1.46E-05	
notions	NNS	1.46E-05	
adjusted	VBN	1.46E-05	
advised	VBD	1.46E-05	
principal	NN	1.46E-05	
thyroid	JJ	1.46E-05	
basket	NN	1.46E-05	
Jewish	NNP	1.46E-05	
progressive	JJ	1.46E-05	
Later	RB	1.46E-05	
addresses	NNS	1.46E-05	
accelerometer	NN	1.46E-05	
seasons	NNS	1.46E-05	
scientist	NN	1.46E-05	
copies	NNS	1.46E-05	
today's	JJ	1.46E-05	
pile	NN	1.46E-05	
pressing	VBG	1.46E-05	
Frankie	NNP	1.46E-05	
obliged	VBN	1.46E-05	
hits	NNS	1.46E-05	
pressed	VBN	1.46E-05	
staying	VBG	1.46E-05	
hated	VBD	1.46E-05	
friction	NN	1.46E-05	
heating	NN	1.46E-05	
uncle	NN	1.46E-05	
editors	NNS	1.46E-05	
indifference	NN	1.46E-05	
extended	VBD	1.46E-05	
heard	NN	1.46E-05	
workshop	NN	1.46E-05	
chip	NN	1.46E-05	
roll	NN	1.46E-05	
tournament	NN	1.46E-05	
Ballet	NNP	1.46E-05	
stumbled	VBD	1.46E-05	
Lalaurie	NNP	1.46E-05	
sank	VBD	1.46E-05	
giant	JJ	1.46E-05	
Horn	NNP	1.46E-05	
illness	NN	1.46E-05	
converted	VBN	1.46E-05	
historian	NN	1.46E-05	
etc.	NN	1.46E-05	
heroes	NNS	1.46E-05	
Throughout	IN	1.46E-05	
drying	VBG	1.46E-05	
sang	VBD	1.46E-05	
K.	NNP	1.46E-05	
yelled	VBD	1.46E-05	
doctor's	NN	1.46E-05	
Almost	NNP	1.46E-05	
loudly	RB	1.46E-05	
campaigns	NNS	1.46E-05	
neighborhoods	NNS	1.46E-05	
cross	VB	1.46E-05	
inquiry	NN	1.46E-05	
interviews	NNS	1.46E-05	
followers	NNS	1.46E-05	
amendment	NN	1.46E-05	
mounted	VBD	1.46E-05	
appreciate	VB	1.46E-05	
Ada	NNP	1.46E-05	
undoubtedly	RB	1.46E-05	
distances	NNS	1.46E-05	
colored	JJ	1.46E-05	
specified	VBN	1.46E-05	
shorter	JJR	1.46E-05	
plans	VBZ	1.46E-05	
Lizzie	NNP	1.46E-05	
throwing	VBG	1.46E-05	
match	NN	1.46E-05	
strike	VB	1.46E-05	
define	VB	1.46E-05	
rid	JJ	1.46E-05	
cap	NN	1.46E-05	
constitute	VB	1.46E-05	
Gulf	NNP	1.46E-05	
females	NNS	1.46E-05	
guitar	NN	1.46E-05	
inquiries	NNS	1.46E-05	
stairs	NN	1.46E-05	
hypothesis	NN	1.46E-05	
loves	VBZ	1.46E-05	
historians	NNS	1.46E-05	
guide	NN	1.46E-05	
Paula	NNP	1.46E-05	
finance	VB	1.46E-05	
Fire	NNP	1.46E-05	
interval	NN	1.46E-05	
Presidential	NNP	1.46E-05	
plan	VB	1.46E-05	
surprisingly	RB	1.46E-05	
musician	NN	1.46E-05	
balls	NNS	1.46E-05	
parked	VBN	1.46E-05	
Lao	NNP	1.46E-05	
pushing	VBG	1.46E-05	
lest	JJS	1.46E-05	
Chinese	NNP	1.46E-05	
corresponding	VBG	1.46E-05	
fled	VBD	1.46E-05	
anonymous	JJ	1.46E-05	
resentment	NN	1.46E-05	
Raymond	NNP	1.46E-05	
spontaneous	JJ	1.46E-05	
children's	NN	1.46E-05	
kingdom	NN	1.46E-05	
test	VB	1.46E-05	
chorus	NN	1.46E-05	
merchants	NNS	1.46E-05	
threatened	VBD	1.46E-05	
supported	VBD	1.46E-05	
shadows	NNS	1.46E-05	
set	VBP	1.46E-05	
vitality	NN	1.46E-05	
well-known	JJ	1.46E-05	
Krim	NNP	1.46E-05	
grabbed	VBD	1.46E-05	
closing	NN	1.46E-05	
Dec.	NNP	1.46E-05	
corridor	NN	1.46E-05	
Early	JJ	1.46E-05	
delivery	NN	1.46E-05	
violation	NN	1.46E-05	
Sergeant	NNP	1.46E-05	
close	VB	1.46E-05	
asks	VBZ	1.46E-05	
Benson	NNP	1.46E-05	
crops	NNS	1.46E-05	
Hank	NNP	1.46E-05	
justified	VBN	1.46E-05	
Eastern	NNP	1.46E-05	
Can't	NNP	1.46E-05	
birthday	NN	1.46E-05	
Connecticut	NNP	1.46E-05	
Chapter	NN	1.46E-05	
Letch	NNP	1.46E-05	
ammunition	NN	1.46E-05	
pastor	NN	1.46E-05	
intersection	NN	1.46E-05	
absent	JJ	1.46E-05	
marks	NNS	1.46E-05	
Milton	NNP	1.46E-05	
wagons	NNS	1.46E-05	
Stadium	NNP	1.46E-05	
ugly	RB	1.46E-05	
lonely	RB	1.46E-05	
Fulton	NNP	1.46E-05	
vaguely	RB	1.46E-05	
departure	NN	1.46E-05	
bitterness	NN	1.46E-05	
legs	NN	1.46E-05	
substances	NNS	1.46E-05	
murmured	VBD	1.46E-05	
informal	JJ	1.46E-05	
foams	NNS	1.46E-05	
awards	NNS	1.46E-05	
attacks	NNS	1.46E-05	
alternatives	NNS	1.46E-05	
brass	NN	1.46E-05	
acquisition	NN	1.46E-05	
Anniston	NNP	1.46E-05	
engines	NNS	1.46E-05	
essay	NN	1.46E-05	
harbor	NN	1.46E-05	
stocks	NNS	1.46E-05	
defend	VB	1.46E-05	
accused	VBN	1.46E-05	
Giffen	NNP	1.46E-05	
dome	NN	1.46E-05	
likely	RB	1.46E-05	
distinguish	VB	1.46E-05	
convenience	NN	1.46E-05	
tanks	NNS	1.46E-05	
interior	NN	1.46E-05	
pause	NN	1.46E-05	
socialism	NN	1.46E-05	
attain	VB	1.46E-05	
sport	NN	1.46E-05	
Hamilton	NNP	1.46E-05	
codes	NNS	1.46E-05	
second	NN	1.46E-05	
You've	NNP	1.46E-05	
plainly	RB	1.46E-05	
regarded	VBD	1.46E-05	
enjoying	VBG	1.46E-05	
argued	VBD	1.46E-05	
shaking	VBG	1.46E-05	
worries	NNS	1.46E-05	
firing	VBG	1.46E-05	
Will	MD	1.46E-05	
popularity	NN	1.46E-05	
formulation	NN	1.46E-05	
vicious	JJ	1.46E-05	
hostile	JJ	1.46E-05	
brief	NN	1.46E-05	
Stevie	NNP	1.46E-05	
Carroll	NNP	1.46E-05	
terribly	RB	1.46E-05	
Security	NNP	1.46E-05	
Means	NNPS	1.46E-05	
involve	VB	1.46E-05	
via	IN	1.46E-05	
rode	VBD	1.46E-05	
awful	JJ	1.46E-05	
label	NN	1.46E-05	
acceleration	NN	1.46E-05	
washed	VBN	1.46E-05	
Organization	NNP	1.46E-05	
east	NN	1.46E-05	
alert	JJ	1.46E-05	
Get	VB	1.46E-05	
feed	VBD	1.46E-05	
introduced	VBD	1.46E-05	
face	VBP	1.46E-05	
motions	NNS	1.46E-05	
pockets	NNS	1.46E-05	
compensation	NN	1.46E-05	
resting	VBG	1.46E-05	
later	RBR	1.46E-05	
solved	VBN	1.46E-05	
exercises	NNS	1.46E-05	
barriers	NNS	1.46E-05	
artificial	JJ	1.46E-05	
treated	VBD	1.46E-05	
Cape	NNP	1.46E-05	
Ma	NNP	1.46E-05	
bureau	NN	1.46E-05	
broader	JJR	1.46E-05	
decent	JJ	1.46E-05	
forward	NN	1.46E-05	
intelligent	JJ	1.46E-05	
Burma	NNP	1.46E-05	
Yeah	UH	1.46E-05	
aggressive	JJ	1.46E-05	
outdoor	JJ	1.46E-05	
formally	RB	1.46E-05	
Community	NNP	1.46E-05	
receives	VBZ	1.46E-05	
Angie	NNP	1.46E-05	
questioned	VBN	1.46E-05	
proceed	VB	1.46E-05	
customs	NNS	1.46E-05	
Pierre	NNP	1.46E-05	
queen	NN	1.46E-05	
exercise	VB	1.46E-05	
physically	RB	1.46E-05	
BOD	NNP	1.46E-05	
plantation	NN	1.46E-05	
Second	NNP	1.46E-05	
Moreland	NNP	1.46E-05	
patrol	NN	1.46E-05	
Islands	NNP	1.46E-05	
comprehensive	JJ	1.46E-05	
wise	NN	1.46E-05	
sphere	NN	1.46E-05	
lesser	JJR	1.46E-05	
preservation	NN	1.46E-05	
atmosphere	RB	1.46E-05	
interaction	NN	1.46E-05	
souls	NNS	1.46E-05	
verbal	JJ	1.46E-05	
shining	VBG	1.46E-05	
present-day	JJ	1.46E-05	
diplomacy	NN	1.46E-05	
endurance	NN	1.38E-05	
voltage	NN	1.38E-05	
mistakes	NNS	1.38E-05	
imaginary	JJ	1.38E-05	
Occasionally	RB	1.38E-05	
confused	JJ	1.38E-05	
infectious	JJ	1.38E-05	
heading	NN	1.38E-05	
rage	NN	1.38E-05	
lamp	NN	1.38E-05	
acquired	VBN	1.38E-05	
stroke	NN	1.38E-05	
Handley	NNP	1.38E-05	
installations	NNS	1.38E-05	
selective	JJ	1.38E-05	
Nelson	NNP	1.38E-05	
apartments	NNS	1.38E-05	
uncertainty	NN	1.38E-05	
injustice	NN	1.38E-05	
newer	JJR	1.38E-05	
inability	NN	1.38E-05	
bass	NN	1.38E-05	
Declaration	NNP	1.38E-05	
weary	JJ	1.38E-05	
gathered	VBN	1.38E-05	
Hawaii	NNP	1.38E-05	
hunger	NN	1.38E-05	
prevented	VBN	1.38E-05	
flavor	NN	1.38E-05	
Hanford	NNP	1.38E-05	
advised	VBN	1.38E-05	
ideals	NNS	1.38E-05	
proposition	NN	1.38E-05	
waved	VBD	1.38E-05	
prefer	VBP	1.38E-05	
Nadine	NNP	1.38E-05	
adequately	RB	1.38E-05	
neighboring	VBG	1.38E-05	
glimpse	NN	1.38E-05	
shops	NNS	1.38E-05	
testing	VBG	1.38E-05	
Christians	NNPS	1.38E-05	
severely	RB	1.38E-05	
supernatural	JJ	1.38E-05	
owned	VBN	1.38E-05	
entries	NNS	1.38E-05	
deserves	VBZ	1.38E-05	
hundred	VBN	1.38E-05	
west	JJS	1.38E-05	
issued	VBD	1.38E-05	
educated	VBN	1.38E-05	
metaphysical	JJ	1.38E-05	
livestock	NN	1.38E-05	
Mae	NNP	1.38E-05	
junior	JJ	1.38E-05	
dedicated	VBN	1.38E-05	
wanting	VBG	1.38E-05	
orientation	NN	1.38E-05	
payroll	NN	1.38E-05	
striking	VBG	1.38E-05	
Rose	NNP	1.38E-05	
Accordingly	RB	1.38E-05	
claiming	VBG	1.38E-05	
titles	NNS	1.38E-05	
persuade	VB	1.38E-05	
there's	NN	1.38E-05	
cavalry	NN	1.38E-05	
